timestamp,username,source_ip,destination_host,event_type,login_status,device_id,login_hour,privilege_level,new_device,mfa_event,process_name,failed_login_count,unique_host_count,unique_ip_count,login_frequency,remote_login,privilege_escalation,credential_access,scenario,label
2024-01-01 08:41:50,employee21,10.20.0.22,file-server-01,file_access,NA,DEV-1021,8,user,0,none,NA,0,1,1,1,0,0,0,normal,0
2024-01-01 08:42:59,employee23,10.20.0.24,vpn-gateway,login,success,DEV-1023,8,user,0,push,NA,0,1,1,2,1,0,0,normal,0
2024-01-01 08:43:27,employee13,10.20.0.14,vpn-gateway,login,success,DEV-1013,8,user,0,push,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 08:43:47,employee27,10.20.0.28,mail-server-01,file_access,NA,DEV-1027,8,user,0,none,NA,0,2,1,2,0,0,0,normal,0
2024-01-01 08:46:06,employee23,10.20.0.24,file-server-01,file_access,NA,DEV-1023,8,user,0,none,NA,0,2,1,2,0,0,0,normal,0
2024-01-01 08:47:49,employee28,10.20.0.29,file-server-01,email_access,NA,DEV-1028,8,user,0,none,NA,0,3,1,2,0,0,0,normal,0
2024-01-01 08:48:07,employee30,10.20.0.31,vpn-gateway,logout,NA,DEV-1030,8,user,0,none,NA,0,2,1,1,1,0,0,normal,0
2024-01-01 08:48:21,employee32,10.20.0.33,mail-server-01,email_access,NA,DEV-1032,8,user,0,none,NA,0,1,1,1,0,0,0,normal,0
2024-01-01 08:51:02,employee04,10.20.0.5,mail-server-01,email_access,NA,DEV-1004,8,user,0,none,NA,0,2,1,1,0,0,0,normal,0
2024-01-01 08:51:06,employee35,10.20.0.36,vpn-gateway,logout,NA,DEV-1035,8,user,0,none,NA,0,2,1,1,1,0,0,normal,0
2024-01-01 08:51:48,employee15,10.20.0.16,file-server-01,email_access,NA,DEV-1015,8,user,0,none,NA,0,2,1,2,0,0,0,normal,0
2024-01-01 08:51:58,employee14,10.20.0.15,vpn-gateway,login,success,DEV-1014,8,user,0,push,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 08:51:59,employee09,10.20.0.10,hr-portal,server_access,NA,DEV-1009,8,user,0,none,NA,0,1,1,2,0,0,0,normal,0
2024-01-01 08:52:21,employee36,10.20.0.37,hr-portal,server_access,NA,DEV-1036,8,user,0,none,NA,0,1,1,1,0,0,0,normal,0
2024-01-01 08:52:59,employee28,10.20.0.29,hr-portal,file_access,NA,DEV-1028,8,user,0,none,NA,0,3,1,2,0,0,0,normal,0
2024-01-01 08:53:06,employee23,10.20.0.24,mail-server-01,server_access,NA,DEV-1023,8,user,0,none,NA,0,3,1,2,0,0,0,normal,0
2024-01-01 08:53:19,employee15,10.20.0.16,hr-portal,file_access,NA,DEV-1015,8,user,0,none,NA,0,3,1,2,0,0,0,normal,0
2024-01-01 08:55:23,employee12,10.20.0.13,vpn-gateway,login,success,DEV-1012,8,user,0,push,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 08:55:40,admin01,10.30.0.1,vpn-gateway,login,success,DEV-2001,8,admin,0,push,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 08:56:21,employee32,10.20.0.33,mail-server-01,file_access,NA,DEV-1032,8,user,0,none,NA,0,1,1,1,0,0,0,normal,0
2024-01-01 08:56:27,employee13,10.20.0.14,hr-portal,file_access,NA,DEV-1013,8,user,0,none,NA,0,2,1,1,0,0,0,normal,0
2024-01-01 08:57:20,employee24,10.20.0.25,vpn-gateway,login,success,DEV-1024,8,user,0,push,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 08:58:35,employee22,10.20.0.23,file-server-01,file_access,NA,DEV-1022,8,user,0,none,NA,0,1,1,1,0,0,0,normal,0
2024-01-01 08:59:19,employee15,10.20.0.16,mail-server-01,email_access,NA,DEV-1015,8,user,0,none,NA,0,3,1,2,0,0,0,normal,0
2024-01-01 09:00:59,employee28,10.20.0.29,vpn-gateway,logout,NA,DEV-1028,9,user,0,none,NA,0,3,1,2,1,0,0,normal,0
2024-01-01 09:02:54,employee16,10.20.0.17,vpn-gateway,login,success,DEV-1016,9,user,0,push,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 09:03:21,employee36,10.20.0.37,vpn-gateway,logout,NA,DEV-1036,9,user,0,none,NA,0,2,1,1,1,0,0,normal,0
2024-01-01 09:04:22,employee24,10.20.0.25,vpn-gateway,login,success,DEV-1024,9,user,0,push,NA,0,1,1,2,1,0,0,normal,0
2024-01-01 09:04:30,admin02,10.30.0.2,vpn-gateway,login,success,DEV-2002,9,admin,0,push,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 09:04:50,employee21,10.20.0.22,vpn-gateway,logout,NA,DEV-1021,9,user,0,none,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 09:05:35,employee22,10.20.0.23,vpn-gateway,logout,NA,DEV-1022,9,user,0,none,NA,0,2,1,1,1,0,0,normal,0
2024-01-01 09:05:47,employee27,10.20.0.28,mail-server-01,server_access,NA,DEV-1027,9,user,0,none,NA,0,1,1,0,0,0,0,normal,0
2024-01-01 09:05:59,employee23,10.20.0.24,mail-server-01,server_access,NA,DEV-1023,9,user,0,none,NA,0,1,1,2,0,0,0,normal,0
2024-01-01 09:06:20,employee24,10.20.0.25,file-server-01,email_access,NA,DEV-1024,9,user,0,none,NA,0,2,1,2,0,0,0,normal,0
2024-01-01 09:06:30,employee22,10.20.0.23,vpn-gateway,login,success,DEV-1022,9,user,0,push,NA,0,2,1,2,1,0,0,normal,0
2024-01-01 09:07:58,employee14,10.20.0.15,hr-portal,file_access,NA,DEV-1014,9,user,0,none,NA,0,1,1,1,0,0,0,normal,0
2024-01-01 09:08:06,employee23,10.20.0.24,vpn-gateway,logout,NA,DEV-1023,9,user,0,none,NA,0,2,1,2,1,0,0,normal,0
2024-01-01 09:08:59,employee23,10.20.0.24,mail-server-01,server_access,NA,DEV-1023,9,user,0,none,NA,0,2,1,2,0,0,0,normal,0
2024-01-01 09:09:20,employee24,10.20.0.25,hr-portal,email_access,NA,DEV-1024,9,user,0,none,NA,0,3,1,2,0,0,0,normal,0
2024-01-01 09:09:48,employee15,10.20.0.16,vpn-gateway,logout,NA,DEV-1015,9,user,0,none,NA,0,2,1,2,1,0,0,normal,0
2024-01-01 09:10:31,admin05,10.30.0.5,vpn-gateway,login,success,DEV-2005,9,admin,0,push,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 09:10:40,admin01,10.30.0.1,dc-01,server_access,NA,DEV-2001,9,admin,0,none,NA,0,2,1,1,0,0,0,normal,0
2024-01-01 09:10:41,employee08,10.20.0.9,vpn-gateway,login,success,DEV-1008,9,user,0,push,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 09:10:52,employee20,10.20.0.21,vpn-gateway,login,success,DEV-1020,9,user,0,push,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 09:11:59,employee09,10.20.0.10,vpn-gateway,logout,NA,DEV-1009,9,user,0,none,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 09:12:33,employee07,10.20.0.8,vpn-gateway,login,success,DEV-1007,9,user,0,push,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 09:12:49,employee28,10.20.0.29,hr-portal,file_access,NA,DEV-1028,9,user,0,none,NA,0,2,1,2,0,0,0,normal,0
2024-01-01 09:13:52,employee20,10.20.0.21,file-server-01,file_access,NA,DEV-1020,9,user,0,none,NA,0,2,1,1,0,0,0,normal,0
2024-01-01 09:13:58,employee14,10.20.0.15,mail-server-01,server_access,NA,DEV-1014,9,user,0,none,NA,0,2,1,1,0,0,0,normal,0
2024-01-01 09:14:02,employee04,10.20.0.5,vpn-gateway,logout,NA,DEV-1004,9,user,0,none,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 09:15:30,employee22,10.20.0.23,file-server-01,file_access,NA,DEV-1022,9,user,0,none,NA,0,2,1,2,0,0,0,normal,0
2024-01-01 09:15:59,employee23,10.20.0.24,vpn-gateway,logout,NA,DEV-1023,9,user,0,none,NA,0,2,1,2,1,0,0,normal,0
2024-01-01 09:16:27,employee13,10.20.0.14,vpn-gateway,logout,NA,DEV-1013,9,user,0,none,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 09:18:21,employee32,10.20.0.33,hr-portal,file_access,NA,DEV-1032,9,user,0,none,NA,0,1,1,1,0,0,0,normal,0
2024-01-01 09:19:19,employee15,10.20.0.16,vpn-gateway,logout,NA,DEV-1015,9,user,0,none,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 09:19:20,employee24,10.20.0.25,file-server-01,email_access,NA,DEV-1024,9,user,0,none,NA,0,3,1,2,0,0,0,normal,0
2024-01-01 09:19:23,employee12,10.20.0.13,mail-server-01,email_access,NA,DEV-1012,9,user,0,none,NA,0,1,1,1,0,0,0,normal,0
2024-01-01 09:20:21,employee14,10.20.0.15,vpn-gateway,login,success,DEV-1014,9,user,0,push,NA,0,3,1,2,1,0,0,normal,0
2024-01-01 09:20:24,employee38,10.20.0.39,vpn-gateway,login,success,DEV-1038,9,user,0,push,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 09:20:30,admin02,10.30.0.2,dc-01,server_access,NA,DEV-2002,9,admin,0,none,NA,0,1,1,1,0,0,0,normal,0
2024-01-01 09:21:54,employee16,10.20.0.17,file-server-01,email_access,NA,DEV-1016,9,user,0,none,NA,0,1,1,1,0,0,0,normal,0
2024-01-01 09:23:47,employee27,10.20.0.28,vpn-gateway,logout,NA,DEV-1027,9,user,0,none,NA,0,1,1,0,1,0,0,normal,0
2024-01-01 09:24:21,employee14,10.20.0.15,hr-portal,file_access,NA,DEV-1014,9,user,0,none,NA,0,3,1,2,0,0,0,normal,0
2024-01-01 09:24:22,employee24,10.20.0.25,file-server-01,file_access,NA,DEV-1024,9,user,0,none,NA,0,1,1,2,0,0,0,normal,0
2024-01-01 09:24:58,employee14,10.20.0.15,file-server-01,server_access,NA,DEV-1014,9,user,0,none,NA,0,4,1,2,0,0,0,normal,0
2024-01-01 09:25:39,employee20,10.20.0.21,vpn-gateway,login,success,DEV-1020,9,user,0,push,NA,0,2,1,2,1,0,0,normal,0
2024-01-01 09:27:41,employee08,10.20.0.9,hr-portal,server_access,NA,DEV-1008,9,user,0,none,NA,0,1,1,1,0,0,0,normal,0
2024-01-01 09:28:30,employee22,10.20.0.23,hr-portal,email_access,NA,DEV-1022,9,user,0,none,NA,0,2,1,2,0,0,0,normal,0
2024-01-01 09:29:31,employee17,10.20.0.18,vpn-gateway,login,success,DEV-1017,9,user,0,push,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 09:29:31,admin05,10.30.0.5,db-server-01,email_access,NA,DEV-2005,9,admin,0,none,NA,0,1,1,1,0,0,0,normal,0
2024-01-01 09:30:41,admin02,10.30.0.2,vpn-gateway,login,success,DEV-2002,9,admin,0,push,NA,0,2,1,2,1,0,0,normal,0
2024-01-01 09:31:27,employee25,10.20.0.26,vpn-gateway,login,success,DEV-1025,9,user,0,push,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 09:31:40,admin01,10.30.0.1,vpn-gateway,logout,NA,DEV-2001,9,admin,0,none,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 09:33:08,employee39,10.20.0.40,vpn-gateway,login,success,DEV-1039,9,user,0,push,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 09:33:30,admin02,10.30.0.2,vpn-gateway,logout,NA,DEV-2002,9,admin,0,none,NA,0,2,1,2,1,0,0,normal,0
2024-01-01 09:33:49,employee28,10.20.0.29,mail-server-01,file_access,NA,DEV-1028,9,user,0,none,NA,0,1,1,1,0,0,0,normal,0
2024-01-01 09:34:58,employee14,10.20.0.15,vpn-gateway,logout,NA,DEV-1014,9,user,0,none,NA,0,3,1,2,1,0,0,normal,0
2024-01-01 09:35:20,employee24,10.20.0.25,vpn-gateway,logout,NA,DEV-1024,9,user,0,none,NA,0,2,1,2,1,0,0,normal,0
2024-01-01 09:35:21,employee32,10.20.0.33,vpn-gateway,logout,NA,DEV-1032,9,user,0,none,NA,0,1,1,0,1,0,0,normal,0
2024-01-01 09:35:23,employee12,10.20.0.13,file-server-01,email_access,NA,DEV-1012,9,user,0,none,NA,0,1,1,1,0,0,0,normal,0
2024-01-01 09:35:24,employee38,10.20.0.39,mail-server-01,email_access,NA,DEV-1038,9,user,0,none,NA,0,2,1,1,0,0,0,normal,0
2024-01-01 09:36:08,employee39,10.20.0.40,mail-server-01,file_access,NA,DEV-1039,9,user,0,none,NA,0,2,1,1,0,0,0,normal,0
2024-01-01 09:36:33,employee07,10.20.0.8,mail-server-01,file_access,NA,DEV-1007,9,user,0,none,NA,0,1,1,1,0,0,0,normal,0
2024-01-01 09:36:55,employee18,10.20.0.19,vpn-gateway,login,success,DEV-1018,9,user,0,push,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 09:37:41,admin02,10.30.0.2,backup-server-01,server_access,NA,DEV-2002,9,admin,0,none,NA,0,2,1,2,0,0,0,normal,0
2024-01-01 09:38:22,employee24,10.20.0.25,vpn-gateway,logout,NA,DEV-1024,9,user,0,none,NA,0,2,1,2,1,0,0,normal,0
2024-01-01 09:38:52,employee20,10.20.0.21,mail-server-01,email_access,NA,DEV-1020,9,user,0,none,NA,0,2,1,2,0,0,0,normal,0
2024-01-01 09:38:54,employee16,10.20.0.17,vpn-gateway,logout,NA,DEV-1016,9,user,0,none,NA,0,1,1,1,1,0,0,normal,0
2024-01-01 09:40:31,admin05,10.30.0.5,mail-server-01,server_access,NA,DEV-2005,9,admin,0,none,NA,0,2,1,1,0,0,0,normal,0
2024-01-01 09:40:55,employee18,10.20.0.19,hr-portal,email_access,NA,DEV-1018,9,user,0,none,NA,0,2,1,1,0,0,0,normal,0
