event_id,timestamp,username,source_ip,destination_host,event_type,login_status,device_id,login_hour,privilege_level,new_device,mfa_event,process_name,failed_login_count,unique_host_count,unique_ip_count,login_frequency,remote_login,privilege_escalation,credential_access,scenario,label,is_sensitive_host,is_dc_access,event_type_code,user_avg_login_hour,hour_deviation,time_since_last_event_min,failed_success_ratio,triggered_rules,rule_count,rule_score,anomaly_score,anomaly_prediction,is_anomaly,ml_tier
EVT-000031,2024-01-01 02:01:45,employee04,10.20.0.5,backup-server-01,server_access,,DEV-1004,2,user,0,none,,0,5,1,1,0,0,0,lateral_movement,1,1,0,4,9.0,7.0,1.22,0.0,R6,1.0,20.0,0.169776,-1,1,strong
EVT-000032,2024-01-01 02:02:19,employee04,10.20.0.5,db-server-01,server_access,,DEV-1004,2,user,0,none,,0,6,1,1,0,0,0,lateral_movement,1,0,0,4,9.0,7.0,0.57,0.0,R6,1.0,20.0,0.110321,-1,1,strong
EVT-000033,2024-01-01 02:21:04,employee05,203.0.113.170,vpn-gateway,login,failed,DEV-UNKNOWN-146,2,user,1,none,,1,1,1,1,1,0,0,combined_cisco,1,0,0,1,8.0,6.0,9999.0,1.0,R3,1.0,15.0,0.128243,-1,1,strong
EVT-000034,2024-01-01 02:21:43,employee05,203.0.113.170,vpn-gateway,login,failed,DEV-UNKNOWN-146,2,user,1,none,,2,1,1,2,1,0,0,combined_cisco,1,0,0,1,8.0,6.0,0.65,1.0,R3,1.0,15.0,0.050321,-1,1,strong
EVT-000035,2024-01-01 02:23:04,employee05,203.0.113.170,vpn-gateway,login,failed,DEV-UNKNOWN-146,2,user,1,none,,3,1,1,3,1,0,0,combined_cisco,1,0,0,1,8.0,6.0,1.35,1.0,R3,1.0,15.0,0.094016,-1,1,strong
EVT-000036,2024-01-01 02:23:46,employee05,203.0.113.170,vpn-gateway,login,failed,DEV-UNKNOWN-146,2,user,1,none,,4,1,1,4,1,0,0,combined_cisco,1,0,0,1,8.0,6.0,0.7,1.0,R3,1.0,15.0,0.107138,-1,1,strong
EVT-000037,2024-01-01 02:24:46,employee05,203.0.113.170,vpn-gateway,login,success,DEV-UNKNOWN-146,2,user,1,none,,4,1,1,5,1,0,0,combined_cisco,1,0,0,1,8.0,6.0,1.0,0.8,"R2,R3",2.0,25.0,0.107138,-1,1,strong
EVT-000038,2024-01-01 02:25:46,employee05,203.0.113.170,mfa-service,mfa_event,,DEV-UNKNOWN-146,2,user,1,push_denied,,4,2,1,5,0,0,0,combined_cisco,1,0,0,5,8.0,6.0,1.0,0.8,,0.0,0.0,0.121171,-1,1,strong
EVT-000039,2024-01-01 02:26:46,employee05,203.0.113.170,mfa-service,mfa_event,,DEV-UNKNOWN-146,2,user,1,push_denied,,4,2,1,5,0,0,0,combined_cisco,1,0,0,5,8.0,6.0,1.0,0.8,,0.0,0.0,0.121171,-1,1,strong
EVT-000040,2024-01-01 02:28:46,employee05,203.0.113.170,mfa-service,mfa_event,,DEV-UNKNOWN-146,2,user,1,push_denied,,4,2,1,5,0,0,0,combined_cisco,1,0,0,5,8.0,6.0,2.0,0.8,,0.0,0.0,0.118758,-1,1,strong
EVT-000041,2024-01-01 02:29:46,employee05,203.0.113.170,mfa-service,mfa_event,,DEV-UNKNOWN-146,2,user,1,push_denied,,4,2,1,5,0,0,0,combined_cisco,1,0,0,5,8.0,6.0,1.0,0.8,,0.0,0.0,0.121171,-1,1,strong
EVT-000042,2024-01-01 02:31:46,employee05,203.0.113.170,mfa-service,mfa_event,,DEV-UNKNOWN-146,2,user,1,push_denied,,4,2,1,5,0,0,0,combined_cisco,1,0,0,5,8.0,6.0,2.0,0.8,,0.0,0.0,0.118758,-1,1,strong
EVT-000043,2024-01-01 02:32:46,employee05,203.0.113.170,mfa-service,mfa_event,,DEV-1005,2,user,1,new_device_registered,,4,2,1,5,0,0,0,combined_cisco,1,0,0,5,8.0,6.0,1.0,0.8,R4,1.0,25.0,0.121171,-1,1,strong
EVT-000044,2024-01-01 02:34:46,employee05,203.0.113.170,admin-portal,privilege_change,,DEV-1005,2,admin,1,none,,4,3,1,5,0,1,0,combined_cisco,1,0,0,7,8.0,6.0,2.0,0.8,R5,1.0,25.0,0.12607,-1,1,strong
EVT-000045,2024-01-01 02:35:46,employee05,203.0.113.170,app-server-01,process_start,,DEV-1005,2,admin,0,none,sim_credential_access_tool,4,4,1,5,0,0,1,combined_cisco,1,0,0,7,8.0,6.0,1.0,0.8,R8,1.0,30.0,0.1545,-1,1,strong
EVT-000046,2024-01-01 02:37:04,employee05,203.0.113.170,mail-server-01,server_access,,DEV-1005,2,admin,0,none,,2,5,1,5,0,0,0,combined_cisco,1,0,0,4,8.0,6.0,1.3,0.4,R6,1.0,20.0,0.1545,-1,1,strong
EVT-000047,2024-01-01 02:38:03,employee05,203.0.113.170,file-server-01,server_access,,DEV-1005,2,admin,0,none,,2,6,1,5,0,0,0,combined_cisco,1,0,0,4,8.0,6.0,0.98,0.4,R6,1.0,20.0,0.1545,-1,1,strong
EVT-000048,2024-01-01 02:38:57,employee05,203.0.113.170,db-server-01,server_access,,DEV-1005,2,admin,0,none,,0,7,1,5,0,0,0,combined_cisco,1,0,0,4,8.0,6.0,0.9,0.0,R6,1.0,20.0,0.154977,-1,1,strong
EVT-000049,2024-01-01 02:40:13,employee05,203.0.113.170,backup-server-01,server_access,,DEV-1005,2,admin,0,none,,0,7,1,5,0,0,0,combined_cisco,1,1,0,4,8.0,6.0,1.27,0.0,R6,1.0,20.0,0.198009,-1,1,strong
EVT-000050,2024-01-01 02:41:37,employee05,203.0.113.170,dc-01,server_access,,DEV-1005,2,admin,0,none,,0,8,1,5,0,0,0,combined_cisco,1,1,1,4,8.0,6.0,1.4,0.0,R6,1.0,20.0,0.220653,-1,1,strong
EVT-000051,2024-01-01 04:56:34,employee15,203.0.113.144,vpn-gateway,login,success,DEV-UNKNOWN-294,4,user,1,none,,0,1,1,1,1,0,0,unusual_login,1,0,0,1,9.0,5.0,9999.0,0.0,"R2,R3",2.0,25.0,0.112744,-1,1,strong
EVT-000052,2024-01-01 05:04:34,employee15,203.0.113.144,file-server-01,server_access,,DEV-UNKNOWN-294,5,user,1,none,,0,2,1,1,0,0,0,unusual_login,1,0,0,4,9.0,4.0,8.0,0.0,,0.0,0.0,-0.008093,1,0,weak
EVT-000053,2024-01-01 05:08:34,employee15,203.0.113.144,app-server-01,server_access,,DEV-UNKNOWN-294,5,user,1,none,,0,3,1,1,0,0,0,unusual_login,1,0,0,4,9.0,4.0,4.0,0.0,,0.0,0.0,0.035891,-1,1,weak
EVT-000054,2024-01-01 05:12:34,employee15,203.0.113.144,db-server-01,server_access,,DEV-UNKNOWN-294,5,user,1,none,,0,3,1,1,0,0,0,unusual_login,1,0,0,4,9.0,4.0,4.0,0.0,,0.0,0.0,0.035891,-1,1,weak
EVT-000055,2024-01-01 08:00:21,employee27,10.20.0.28,vpn-gateway,login,success,DEV-1027,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,9999.0,0.0,,0.0,0.0,0.086366,-1,1,strong
EVT-000056,2024-01-01 08:00:47,employee27,10.20.0.28,vpn-gateway,login,success,DEV-1027,8,user,0,push,,0,1,1,2,1,0,0,normal,0,0,0,1,9.0,1.0,0.43,0.0,,0.0,0.0,-0.064028,1,0,none
EVT-000057,2024-01-01 08:06:47,employee09,10.20.0.10,vpn-gateway,login,success,DEV-1009,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,9999.0,0.0,,0.0,0.0,0.086366,-1,1,strong
EVT-000058,2024-01-01 08:09:23,employee11,10.20.0.12,vpn-gateway,login,success,DEV-1011,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,8.0,0.0,9999.0,0.0,,0.0,0.0,0.093671,-1,1,strong
EVT-000059,2024-01-01 08:10:07,employee30,10.20.0.31,vpn-gateway,login,success,DEV-1030,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,9999.0,0.0,,0.0,0.0,0.086366,-1,1,strong
EVT-000060,2024-01-01 08:10:50,employee21,10.20.0.22,vpn-gateway,login,success,DEV-1021,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,8.0,0.0,9999.0,0.0,,0.0,0.0,0.093671,-1,1,strong
EVT-000061,2024-01-01 08:11:06,employee35,10.20.0.36,vpn-gateway,login,success,DEV-1035,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,8.0,0.0,9999.0,0.0,,0.0,0.0,0.093671,-1,1,strong
EVT-000062,2024-01-01 08:11:47,employee09,10.20.0.10,mail-server-01,email_access,,DEV-1009,8,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,2,9.0,1.0,5.0,0.0,,0.0,0.0,-0.129292,1,0,none
EVT-000063,2024-01-01 08:12:19,employee15,10.20.0.16,vpn-gateway,login,success,DEV-1015,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,179.75,0.0,,0.0,0.0,-0.099309,1,0,none
EVT-000064,2024-01-01 08:14:23,employee11,10.20.0.12,file-server-01,file_access,,DEV-1011,8,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,2,8.0,0.0,5.0,0.0,,0.0,0.0,-0.107302,1,0,none
EVT-000065,2024-01-01 08:16:47,employee09,10.20.0.10,vpn-gateway,logout,,DEV-1009,8,user,0,none,,0,2,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,5.0,0.0,,0.0,0.0,-0.092398,1,0,none
EVT-000066,2024-01-01 08:18:59,employee28,10.20.0.29,vpn-gateway,login,success,DEV-1028,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,9999.0,0.0,,0.0,0.0,0.086366,-1,1,strong
EVT-000067,2024-01-01 08:19:23,employee11,10.20.0.12,vpn-gateway,logout,,DEV-1011,8,user,0,none,,0,2,1,1,1,0,0,normal,0,0,0,1,8.0,0.0,5.0,0.0,,0.0,0.0,-0.074473,1,0,none
EVT-000068,2024-01-01 08:21:07,employee30,10.20.0.31,hr-portal,email_access,,DEV-1030,8,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,2,9.0,1.0,11.0,0.0,,0.0,0.0,-0.133492,1,0,none
EVT-000069,2024-01-01 08:21:21,employee36,10.20.0.37,vpn-gateway,login,success,DEV-1036,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,8.0,0.0,9999.0,0.0,,0.0,0.0,0.093671,-1,1,strong
EVT-000070,2024-01-01 08:22:06,employee35,10.20.0.36,file-server-01,email_access,,DEV-1035,8,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,2,8.0,0.0,11.0,0.0,,0.0,0.0,-0.112227,1,0,none
EVT-000071,2024-01-01 08:22:47,employee27,10.20.0.28,file-server-01,file_access,,DEV-1027,8,user,0,none,,0,1,1,2,0,0,0,normal,0,0,0,2,9.0,1.0,22.0,0.0,,0.0,0.0,-0.071374,1,0,none
EVT-000072,2024-01-01 08:24:21,employee32,10.20.0.33,vpn-gateway,login,success,DEV-1032,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,9999.0,0.0,,0.0,0.0,0.086366,-1,1,strong
EVT-000073,2024-01-01 08:24:21,employee27,10.20.0.28,hr-portal,file_access,,DEV-1027,8,user,0,none,,0,2,1,2,0,0,0,normal,0,0,0,2,9.0,1.0,1.57,0.0,,0.0,0.0,-0.096307,1,0,none
EVT-000074,2024-01-01 08:30:06,employee23,10.20.0.24,vpn-gateway,login,success,DEV-1023,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,5.0,3.0,9999.0,0.0,,0.0,0.0,0.126712,-1,1,strong
EVT-000075,2024-01-01 08:31:50,employee21,10.20.0.22,file-server-01,server_access,,DEV-1021,8,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,4,8.0,0.0,21.0,0.0,,0.0,0.0,-0.053037,1,0,none
EVT-000076,2024-01-01 08:33:59,employee28,10.20.0.29,hr-portal,server_access,,DEV-1028,8,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,4,9.0,1.0,15.0,0.0,,0.0,0.0,-0.075664,1,0,none
EVT-000077,2024-01-01 08:34:19,employee15,10.20.0.16,file-server-01,email_access,,DEV-1015,8,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,2,9.0,1.0,22.0,0.0,,0.0,0.0,-0.117586,1,0,none
EVT-000078,2024-01-01 08:35:21,employee36,10.20.0.37,mail-server-01,file_access,,DEV-1036,8,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,2,8.0,0.0,14.0,0.0,,0.0,0.0,-0.107489,1,0,none
EVT-000079,2024-01-01 08:35:59,employee09,10.20.0.10,vpn-gateway,login,success,DEV-1009,8,user,0,push,,0,1,1,2,1,0,0,normal,0,0,0,1,9.0,1.0,19.2,0.0,,0.0,0.0,-0.066435,1,0,none
EVT-000080,2024-01-01 08:36:21,employee27,10.20.0.28,vpn-gateway,logout,,DEV-1027,8,user,0,none,,0,3,1,2,1,0,0,normal,0,0,0,1,9.0,1.0,12.0,0.0,,0.0,0.0,-0.019321,1,0,weak
EVT-000081,2024-01-01 08:37:02,employee04,10.20.0.5,vpn-gateway,login,success,DEV-1004,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,394.72,0.0,,0.0,0.0,-0.095559,1,0,none
EVT-000082,2024-01-01 08:37:35,employee22,10.20.0.23,vpn-gateway,login,success,DEV-1022,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,9999.0,0.0,,0.0,0.0,0.086366,-1,1,strong
EVT-000083,2024-01-01 08:39:06,employee35,10.20.0.36,hr-portal,file_access,,DEV-1035,8,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,2,8.0,0.0,17.0,0.0,,0.0,0.0,-0.106193,1,0,none
EVT-000084,2024-01-01 08:39:07,employee30,10.20.0.31,hr-portal,file_access,,DEV-1030,8,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,2,9.0,1.0,18.0,0.0,,0.0,0.0,-0.125906,1,0,none
EVT-000085,2024-01-01 08:39:48,employee15,10.20.0.16,vpn-gateway,login,success,DEV-1015,8,user,0,push,,0,2,1,2,1,0,0,normal,0,0,0,1,9.0,1.0,5.48,0.0,,0.0,0.0,-0.036069,1,0,none
EVT-000086,2024-01-01 08:40:49,employee28,10.20.0.29,vpn-gateway,login,success,DEV-1028,8,user,0,push,,0,2,1,2,1,0,0,normal,0,0,0,1,9.0,1.0,6.83,0.0,,0.0,0.0,-0.035368,1,0,none
EVT-000087,2024-01-01 08:41:50,employee21,10.20.0.22,file-server-01,file_access,,DEV-1021,8,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,2,8.0,0.0,10.0,0.0,,0.0,0.0,-0.098165,1,0,none
EVT-000088,2024-01-01 08:42:59,employee23,10.20.0.24,vpn-gateway,login,success,DEV-1023,8,user,0,push,,0,1,1,2,1,0,0,normal,0,0,0,1,5.0,3.0,12.88,0.0,,0.0,0.0,-0.016428,1,0,weak
EVT-000089,2024-01-01 08:43:27,employee13,10.20.0.14,vpn-gateway,login,success,DEV-1013,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,9999.0,0.0,,0.0,0.0,0.086366,-1,1,strong
EVT-000090,2024-01-01 08:43:47,employee27,10.20.0.28,mail-server-01,file_access,,DEV-1027,8,user,0,none,,0,2,1,2,0,0,0,normal,0,0,0,2,9.0,1.0,7.43,0.0,,0.0,0.0,-0.110081,1,0,none
EVT-000091,2024-01-01 08:46:06,employee23,10.20.0.24,file-server-01,file_access,,DEV-1023,8,user,0,none,,0,2,1,2,0,0,0,normal,0,0,0,2,5.0,3.0,3.12,0.0,,0.0,0.0,-0.047585,1,0,none
EVT-000092,2024-01-01 08:47:49,employee28,10.20.0.29,file-server-01,email_access,,DEV-1028,8,user,0,none,,0,3,1,2,0,0,0,normal,0,0,0,2,9.0,1.0,7.0,0.0,,0.0,0.0,-0.060377,1,0,none
EVT-000093,2024-01-01 08:48:07,employee30,10.20.0.31,vpn-gateway,logout,,DEV-1030,8,user,0,none,,0,2,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,9.0,0.0,,0.0,0.0,-0.097958,1,0,none
EVT-000094,2024-01-01 08:48:21,employee32,10.20.0.33,mail-server-01,email_access,,DEV-1032,8,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,2,9.0,1.0,24.0,0.0,,0.0,0.0,-0.11402,1,0,none
EVT-000095,2024-01-01 08:51:02,employee04,10.20.0.5,mail-server-01,email_access,,DEV-1004,8,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,2,9.0,1.0,14.0,0.0,,0.0,0.0,-0.1288,1,0,none
EVT-000096,2024-01-01 08:51:06,employee35,10.20.0.36,vpn-gateway,logout,,DEV-1035,8,user,0,none,,0,2,1,1,1,0,0,normal,0,0,0,1,8.0,0.0,12.0,0.0,,0.0,0.0,-0.079758,1,0,none
EVT-000097,2024-01-01 08:51:48,employee15,10.20.0.16,file-server-01,email_access,,DEV-1015,8,user,0,none,,0,2,1,2,0,0,0,normal,0,0,0,2,9.0,1.0,12.0,0.0,,0.0,0.0,-0.103302,1,0,none
EVT-000098,2024-01-01 08:51:58,employee14,10.20.0.15,vpn-gateway,login,success,DEV-1014,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,9999.0,0.0,,0.0,0.0,0.086366,-1,1,strong
EVT-000099,2024-01-01 08:51:59,employee09,10.20.0.10,hr-portal,server_access,,DEV-1009,8,user,0,none,,0,1,1,2,0,0,0,normal,0,0,0,4,9.0,1.0,16.0,0.0,,0.0,0.0,-0.033151,1,0,weak
EVT-000100,2024-01-01 08:52:21,employee36,10.20.0.37,hr-portal,server_access,,DEV-1036,8,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,4,8.0,0.0,17.0,0.0,,0.0,0.0,-0.056292,1,0,none
EVT-000101,2024-01-01 08:52:59,employee28,10.20.0.29,hr-portal,file_access,,DEV-1028,8,user,0,none,,0,3,1,2,0,0,0,normal,0,0,0,2,9.0,1.0,5.17,0.0,,0.0,0.0,-0.064989,1,0,none
EVT-000102,2024-01-01 08:53:06,employee23,10.20.0.24,mail-server-01,server_access,,DEV-1023,8,user,0,none,,0,3,1,2,0,0,0,normal,0,0,0,4,5.0,3.0,7.0,0.0,,0.0,0.0,0.02255,-1,1,weak
EVT-000103,2024-01-01 08:53:19,employee15,10.20.0.16,hr-portal,file_access,,DEV-1015,8,user,0,none,,0,3,1,2,0,0,0,normal,0,0,0,2,9.0,1.0,1.52,0.0,,0.0,0.0,-0.046822,1,0,none
EVT-000104,2024-01-01 08:55:23,employee12,10.20.0.13,vpn-gateway,login,success,DEV-1012,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,9999.0,0.0,,0.0,0.0,0.086366,-1,1,strong
EVT-000105,2024-01-01 08:55:40,admin01,10.30.0.1,vpn-gateway,login,success,DEV-2001,8,admin,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,9999.0,0.0,,0.0,0.0,0.086366,-1,1,strong
